iter	Passed	Remaining
326	619	1274
327	620	1271
328	622	1269
329	624	1268
330	626	1265
331	627	1261
332	628	1258
333	629	1254
334	630	1251
335	631	1247
336	632	1244
337	633	1240
338	634	1237
339	635	1234
340	637	1231
341	639	1230
342	640	1226
343	641	1223
344	642	1219
345	643	1216
346	644	1213
347	645	1209
348	646	1206
349	647	1202
350	648	1198
351	649	1196
352	651	1193
353	652	1191
354	654	1188
355	655	1185
356	656	1181
357	656	1178
358	658	1175
359	659	1172
360	662	1173
361	664	1170
362	665	1168
363	667	1166
364	668	1163
365	670	1160
366	671	1158
367	672	1155
368	673	1152
369	675	1149
370	676	1146
371	677	1143
372	678	1140
373	680	1138
374	681	1136
375	682	1133
376	683	1130
377	685	1127
378	686	1124
379	687	1121
380	688	1117
381	689	1114
382	690	1112
383	691	1109
384	692	1106
385	694	1104
386	695	1102
387	697	1099
388	698	1096
389	699	1093
390	700	1090
391	701	1088
392	702	1085
393	703	1082
394	704	1079
395	705	1076
396	706	1073
397	708	1070
398	709	1068
399	711	1066
400	712	1064
401	713	1061
402	714	1058
403	715	1055
404	716	1052
405	717	1049
406	718	1046
407	719	1044
408	720	1041
409	721	1038
410	722	1036
411	724	1034
412	725	1031
413	726	1028
414	727	1025
415	728	1023
416	729	1020
417	731	1017
418	732	1015
419	733	1012
420	734	1009
421	735	1007
422	736	1004
423	737	1002
424	739	1000
425	740	997
426	741	995
427	742	992
428	743	989
429	744	986
430	745	984
431	746	981
432	747	978
433	748	976
434	749	973
435	750	971
436	752	969
437	753	966
438	754	964
439	755	962
440	756	959
441	757	956
442	758	954
443	759	951
444	761	949
445	762	947
446	763	944
447	764	941
448	765	939
449	766	937
450	768	935
451	769	933
452	770	930
453	771	928
454	772	925
455	773	923
456	774	920
457	775	917
458	776	915
459	777	912
460	778	910
461	779	907
462	781	905
463	782	903
464	783	901
465	784	899
466	785	896
467	786	894
468	787	891
469	788	889
470	790	887
471	790	884
472	791	882
473	792	879
474	794	877
475	795	875
476	797	873
477	798	871
478	799	869
479	800	867
480	801	864
481	803	863
482	804	861
483	805	859
484	807	857
485	808	855
486	810	853
487	811	851
488	813	850
489	814	848
490	815	845
491	816	843
492	818	841
493	819	838
494	820	836
495	821	834
496	822	831
497	823	829
498	824	828
499	826	826
500	827	824
501	829	822
502	829	820
503	830	817
504	831	815
505	832	812
506	833	810
507	834	808
508	835	806
509	836	803
510	837	801
511	839	799
512	840	798
513	842	796
514	843	794
515	844	791
516	845	789
517	846	787
518	847	785
519	848	782
520	849	780
521	850	778
522	851	776
523	852	774
524	853	772
525	854	770
526	855	768
527	857	766
528	858	764
529	859	762
530	860	759
531	861	757
532	862	755
533	863	753
534	864	751
535	865	749
536	866	747
537	867	745
538	869	743
539	870	741
540	871	739
541	872	737
542	873	735
543	874	733
544	875	730
545	876	728
546	877	726
547	878	724
548	879	722
549	880	720
550	882	718
551	883	716
552	884	715
553	886	713
554	887	711
555	888	709
556	889	707
557	890	705
558	891	703
559	892	701
560	893	699
561	894	697
562	895	695
563	897	693
564	898	691
565	900	690
566	901	688
567	902	686
568	903	684
569	904	682
570	905	680
571	906	678
572	907	675
573	908	673
574	909	671
575	910	669
576	911	667
577	912	666
578	913	664
579	915	662
580	916	660
581	917	659
582	918	657
583	920	655
584	921	653
585	922	651
586	923	649
587	924	647
588	925	645
589	926	643
590	927	642
591	928	640
592	929	638
593	930	636
594	931	634
595	933	632
596	934	630
597	935	629
598	936	627
599	937	625
600	938	623
601	939	621
602	940	619
603	942	617
604	943	615
605	944	614
606	945	612
607	946	610
608	948	608
609	949	606
610	950	604
611	951	603
612	952	601
613	953	599
614	954	597
615	955	595
616	956	593
617	958	592
618	959	590
619	960	588
620	961	586
621	962	584
622	963	582
623	964	581
624	965	579
625	966	577
626	967	575
627	968	573
628	969	571
629	970	570
630	972	568
631	973	566
632	974	564
633	975	563
634	976	561
635	977	559
636	978	557
637	979	555
638	980	553
639	981	552
640	982	550
641	983	548
642	984	546
643	986	545
644	987	543
645	988	541
646	989	540
647	990	538
648	991	536
649	992	534
650	993	532
651	994	530
652	995	529
653	996	527
654	997	525
655	999	523
656	1000	522
657	1001	520
658	1003	519
659	1004	517
660	1005	515
661	1005	513
662	1006	511
663	1007	510
664	1008	508
665	1009	506
666	1011	504
667	1012	503
668	1013	501
669	1014	499
670	1016	498
671	1017	496
672	1018	494
673	1019	493
674	1020	491
675	1021	489
676	1022	487
677	1023	485
678	1024	484
679	1025	482
680	1026	480
681	1027	479
682	1029	477
683	1030	476
684	1032	474
685	1033	472
686	1034	471
687	1035	469
688	1036	467
689	1037	465
690	1038	464
691	1039	462
692	1040	460
693	1041	459
694	1042	457
695	1043	455
696	1044	454
697	1045	452
698	1047	451
699	1048	449
700	1049	447
701	1050	446
702	1051	444
703	1052	442
704	1053	440
705	1054	438
706	1055	437
707	1056	435
708	1057	434
709	1059	432
710	1060	431
711	1061	429
712	1062	427
713	1063	425
714	1064	424
715	1065	422
716	1066	420
717	1067	419
718	1068	417
719	1069	415
720	1070	414
721	1071	412
722	1073	411
723	1074	409
724	1075	407
725	1076	406
726	1077	404
727	1078	402
728	1079	401
729	1080	399
730	1081	398
731	1082	396
732	1083	394
733	1084	393
734	1085	391
735	1087	389
736	1088	388
737	1089	386
738	1090	385
739	1091	383
740	1092	382
741	1093	380
742	1094	378
743	1095	377
744	1097	375
745	1098	373
746	1099	372
747	1100	370
748	1101	369
749	1102	367
750	1104	366
751	1105	364
752	1106	362
753	1107	361
754	1108	359
755	1109	358
756	1110	356
757	1111	354
758	1112	353
759	1113	351
760	1114	350
761	1116	348
762	1117	347
763	1119	345
764	1119	344
765	1120	342
766	1121	340
767	1122	339
768	1123	337
769	1124	336
770	1125	334
771	1126	332
772	1127	331
773	1128	329
774	1130	328
775	1131	326
776	1133	325
777	1134	323
778	1135	322
779	1136	320
780	1137	318
781	1138	317
782	1139	315
783	1140	314
784	1141	312
785	1142	311
786	1143	309
787	1144	307
788	1145	306
789	1147	305
790	1148	303
791	1149	301
792	1150	300
793	1151	298
794	1152	297
795	1153	295
796	1154	294
797	1155	292
798	1156	290
799	1157	289
800	1158	287
801	1160	286
802	1162	285
803	1164	283
804	1165	282
805	1166	280
806	1167	279
807	1169	277
808	1170	276
809	1171	274
810	1172	273
811	1174	271
812	1175	270
813	1176	268
814	1178	267
815	1179	265
816	1180	264
817	1180	262
818	1181	261
819	1183	259
820	1184	258
821	1185	256
822	1186	255
823	1188	253
824	1189	252
825	1191	251
826	1192	249
827	1193	247
828	1194	246
829	1195	244
830	1196	243
831	1197	241
832	1198	240
833	1199	238
834	1201	237
835	1202	235
836	1204	234
837	1205	233
838	1207	231
839	1208	230
840	1209	228
841	1210	227
842	1211	225
843	1212	224
844	1213	222
845	1214	221
846	1215	219
847	1216	218
848	1218	216
849	1219	215
850	1221	213
851	1222	212
852	1223	210
853	1224	209
854	1225	207
855	1226	206
856	1227	204
857	1229	203
858	1230	201
859	1230	200
860	1232	198
861	1233	197
862	1235	196
863	1236	194
864	1237	193
865	1238	191
866	1239	190
867	1240	188
868	1241	187
869	1242	185
870	1243	184
871	1244	182
872	1245	181
873	1246	179
874	1248	178
875	1250	176
876	1251	175
877	1252	174
878	1253	172
879	1254	171
880	1255	169
881	1256	168
882	1257	166
883	1258	165
884	1259	163
885	1260	162
886	1262	160
887	1263	159
888	1265	157
889	1266	156
890	1267	155
891	1268	153
892	1269	152
893	1270	150
894	1271	149
895	1272	147
896	1274	146
897	1275	144
898	1276	143
899	1277	141
900	1279	140
901	1280	139
902	1282	137
903	1283	136
904	1284	134
905	1285	133
906	1286	131
907	1288	130
908	1289	129
909	1290	127
910	1291	126
911	1292	124
912	1294	123
913	1296	121
914	1297	120
915	1298	119
916	1299	117
917	1300	116
918	1301	114
919	1303	113
920	1304	111
921	1305	110
922	1307	109
923	1309	107
924	1310	106
925	1311	104
926	1312	103
927	1314	101
928	1315	100
929	1316	99
930	1317	97
931	1318	96
932	1321	94
933	1323	93
934	1325	92
935	1327	90
936	1329	89
937	1332	88
938	1335	86
939	1337	85
940	1339	83
941	1341	82
942	1344	81
943	1346	79
944	1349	78
945	1352	77
946	1354	75
947	1356	74
948	1359	73
949	1362	71
950	1365	70
951	1367	68
952	1369	67
953	1371	66
954	1374	64
955	1376	63
956	1378	61
957	1380	60
958	1382	59
959	1384	57
960	1386	56
961	1388	54
962	1390	53
963	1393	52
964	1394	50
965	1396	49
966	1398	47
967	1399	46
968	1401	44
969	1402	43
970	1404	41
971	1406	40
972	1408	39
973	1410	37
974	1411	36
975	1413	34
976	1414	33
977	1416	31
978	1418	30
979	1420	28
980	1422	27
981	1423	26
982	1425	24
983	1426	23
984	1428	21
985	1429	20
986	1430	18
987	1432	17
988	1433	15
989	1435	14
990	1437	13
991	1438	11
992	1439	10
993	1440	8
994	1441	7
995	1442	5
996	1444	4
997	1445	2
998	1446	1
999	1447	0
